location,WMO-index,latitude,longitude,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
SANTANDER (SPAIN) ,8023,43.29 ,-03.48 ,31/12/2018,23Z,8.6,94%,1033.6 Hpa,110º (E),14.8,-,-,-,-,-,-,-,-
,,,,31/12/2018,22Z,8.8,94%,1033.5 Hpa,100º (E),22.3,-,-,-,-,-,-,-,-
,,,,31/12/2018,21Z,9.0,94%,1033.4 Hpa,100º (E),24.1,3/8,3/8 ST,-,-,-,-,-,"Scattered clouds, mist"
,,,,31/12/2018,20Z,8.8,94%,1033.5 Hpa,100º (E),22.3,-,-,-,-,-,-,-,-
,,,,31/12/2018,19Z,8.7,92%,1033.5 Hpa,90º (E),22.3,-,-,-,-,-,-,-,-
,,,,31/12/2018,18Z,8.8,92%,1033.3 Hpa,90º (E),29.5,2/8,2/8 ST,-,-,-,10.1,-,"Few clouds, mist"
,,,,31/12/2018,17Z,8.8,90%,1033.1 Hpa,90º (E),29.5,-,-,-,-,-,-,-,-
,,,,31/12/2018,16Z,9.1,90%,1032.9 Hpa,90º (E),35.3,-,-,-,-,-,-,-,-
,,,,31/12/2018,15Z,9.7,89%,1032.9 Hpa,90º (E),35.3,3/8,3/8 ST,-,-,-,-,-,"Scattered clouds, mist"
,,,,31/12/2018,14Z,9.6,90%,1032.5 Hpa,80º (E),37.1,-,-,-,-,-,-,-,-
,,,,31/12/2018,13Z,9.5,92%,1032.6 Hpa,90º (E),33.5,-,-,-,-,-,-,-,-
,,,,31/12/2018,12Z,9.0,92%,1033.1 Hpa,90º (E),31.3,6/8,6/8 ST,-,-,-,-,-,"Cloudy, mist"
,,,,31/12/2018,11Z,8.8,94%,1033.9 Hpa,90º (E),24.1,-,-,-,-,-,-,-,-
,,,,31/12/2018,10Z,8.2,94%,1034.1 Hpa,100º (E),14.8,-,-,-,-,-,-,-,-
,,,,31/12/2018,09Z,7.7,94%,1034.3 Hpa,100º (E),22.3,7/8,7/8 ST,-,-,-,-,-,"Cloudy, mist"
,,,,31/12/2018,08Z,7.7,92%,1034.1 Hpa,100º (E),22.3,-,-,-,-,-,-,-,-
,,,,31/12/2018,07Z,7.7,92%,1033.7 Hpa,110º (E),20.5,-,-,-,-,-,-,-,-
,,,,31/12/2018,06Z,7.5,92%,1033.6 Hpa,110º (E),16.6,6/8,6/8 CU/ST,-,-,-,-,7.2,Cloudy
,,,,31/12/2018,05Z,7.6,92%,1033.5 Hpa,100º (E),20.5,-,-,-,-,-,-,-,-
,,,,31/12/2018,04Z,7.4,92%,1033.8 Hpa,110º (E),14.8,-,-,-,-,-,-,-,-
,,,,31/12/2018,03Z,8.0,92%,1034.1 Hpa,100º (E),18.4,4/8,4/8 CU/ST,-,-,-,-,-,Scattered clouds
,,,,31/12/2018,02Z,7.8,90%,1034.2 Hpa,110º (E),18.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,01Z,8.0,90%,1034.1 Hpa,100º (E),22.3,-,-,-,-,-,-,-,-
,,,,31/12/2018,00Z,8.3,87%,1034.5 Hpa,100º (E),18.4,2/8,2/8 CU,-,-,-,-,-,Few clouds
,,,,30/12/2018,23Z,8.6,89%,1034.2 Hpa,90º (E),27.7,-,-,-,-,-,-,-,-
,,,,30/12/2018,22Z,8.6,89%,1034.2 Hpa,100º (E),22.3,-,-,-,-,-,-,-,-
,,,,30/12/2018,21Z,8.8,87%,1034.5 Hpa,90º (E),25.9,2/8,2/8 CU,-,-,-,-,-,Few clouds
,,,,30/12/2018,20Z,9.2,87%,1034.6 Hpa,90º (E),31.3,-,-,-,-,-,-,-,-
,,,,30/12/2018,19Z,9.1,87%,1034.2 Hpa,90º (E),29.5,-,-,-,-,-,-,-,-
,,,,30/12/2018,18Z,9.4,86%,1034.0 Hpa,90º (E),22.3,1/8,1/8 CU,-,-,-,10.0,-,Few clouds
,,,,30/12/2018,17Z,8.9,84%,1033.7 Hpa,100º (E),20.5,-,-,-,-,-,-,-,-
,,,,30/12/2018,16Z,9.4,83%,1033.6 Hpa,90º (E),29.5,-,-,-,-,-,-,-,-
,,,,30/12/2018,15Z,9.8,81%,1033.3 Hpa,90º (E),29.5,1/8,1/8 CU,-,-,-,-,-,Few clouds
,,,,30/12/2018,14Z,9.8,82%,1033.0 Hpa,90º (E),33.5,-,-,-,-,-,-,-,-
,,,,30/12/2018,13Z,9.7,83%,1033.3 Hpa,90º (E),29.5,-,-,-,-,-,-,-,-
,,,,30/12/2018,12Z,9.8,82%,1034.2 Hpa,90º (E),27.7,1/8,1/8 CU,-,-,-,-,-,Few clouds
,,,,30/12/2018,11Z,9.7,83%,1035.2 Hpa,110º (E),20.5,-,-,-,-,-,-,-,-
,,,,30/12/2018,10Z,8.5,83%,1035.7 Hpa,120º (SE),11.2,-,-,-,-,-,-,-,-
,,,,30/12/2018,09Z,7.1,87%,1035.4 Hpa,130º (SE),14.8,1/8,1/8 CU,-,-,-,-,-,Few clouds
,,,,30/12/2018,08Z,5.9,88%,1034.9 Hpa,140º (SE),13.0,-,-,-,-,-,-,-,-
,,,,30/12/2018,07Z,5.9,88%,1034.7 Hpa,150º (SE),14.8,-,-,-,-,-,-,-,-
,,,,30/12/2018,06Z,6.1,90%,1034.4 Hpa,130º (SE),16.6,1/8,-,-,CI,-,-,5.9,Few clouds
,,,,30/12/2018,05Z,6.2,90%,1034.4 Hpa,140º (SE),16.6,-,-,-,-,-,-,-,-
,,,,30/12/2018,04Z,6.1,90%,1035.0 Hpa,150º (SE),14.8,-,-,-,-,-,-,-,-
,,,,30/12/2018,03Z,6.5,88%,1035.3 Hpa,140º (SE),14.8,3/8,2/8 CU/ST,AC,-,-,-,-,Scattered clouds
,,,,30/12/2018,02Z,6.6,88%,1035.2 Hpa,130º (SE),13.0,-,-,-,-,-,-,-,-
,,,,30/12/2018,01Z,6.9,85%,1035.0 Hpa,150º (SE),13.0,-,-,-,-,-,-,-,-
,,,,30/12/2018,00Z,7.6,85%,1035.6 Hpa,120º (SE),11.2,3/8,2/8 CU/ST,AC,-,-,-,-,Scattered clouds
