location,WMO-index,latitude,longitude,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
SANTIAGO DE COMPOSTELA/LABACOLLA (SPAIN) ,8042,42.53 ,-08.24 ,31/12/2018,23Z,5.0,81%,1032.7 Hpa,0º (N),0.0,-,-,-,-,-,-,-,-
,,,,31/12/2018,22Z,8.8,69%,1031.9 Hpa,50º (NE),1.8,-,-,-,-,-,-,-,-
,,,,31/12/2018,21Z,6.6,69%,1032.5 Hpa,10º (N),1.8,0/8,-,-,-,-,-,-,Clear
,,,,31/12/2018,20Z,7.0,67%,1032.5 Hpa,300º (NW),1.8,-,-,-,-,-,-,-,-
,,,,31/12/2018,19Z,10.0,55%,1031.9 Hpa,10º (N),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,18Z,7.3,71%,1032.2 Hpa,320º (NW),7.6,0/8,-,-,-,-,16.6,-,Clear
,,,,31/12/2018,17Z,9.2,71%,1031.6 Hpa,330º (NW),9.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,16Z,13.2,43%,1030.9 Hpa,340º (N),11.2,-,-,-,-,-,-,-,-
,,,,31/12/2018,15Z,14.7,60%,1030.3 Hpa,310º (NW),7.6,0/8,-,-,-,-,-,-,Clear
,,,,31/12/2018,14Z,15.6,52%,1030.0 Hpa,30º (NE),1.8,-,-,-,-,-,-,-,-
,,,,31/12/2018,13Z,15.0,39%,1030.6 Hpa,150º (SE),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,12Z,13.4,38%,1031.4 Hpa,120º (SE),5.4,0/8,-,-,-,-,-,-,Clear
,,,,31/12/2018,11Z,12.0,46%,1032.1 Hpa,130º (SE),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,10Z,9.6,50%,1032.5 Hpa,0º (N),0.0,-,-,-,-,-,-,-,-
,,,,31/12/2018,09Z,8.4,44%,1032.2 Hpa,160º (S),1.8,0/8,-,-,-,-,-,-,Clear
,,,,31/12/2018,08Z,5.7,53%,1032.1 Hpa,0º (N),0.0,-,-,-,-,-,-,-,-
,,,,31/12/2018,07Z,6.0,50%,1031.5 Hpa,180º (S),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,06Z,7.5,44%,1030.8 Hpa,160º (S),5.4,0/8,-,-,-,-,-,2.3,Clear
,,,,31/12/2018,05Z,7.7,46%,1030.5 Hpa,150º (SE),5.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,04Z,6.9,53%,1031.0 Hpa,130º (SE),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,03Z,7.1,55%,1031.3 Hpa,160º (S),5.4,0/8,-,-,-,-,-,-,Clear
,,,,31/12/2018,02Z,4.3,71%,1031.7 Hpa,170º (S),1.8,-,-,-,-,-,-,-,-
,,,,31/12/2018,01Z,6.9,65%,1031.3 Hpa,0º (N),0.0,-,-,-,-,-,-,-,-
,,,,31/12/2018,00Z,6.1,69%,1031.7 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
,,,,30/12/2018,23Z,5.6,71%,1031.7 Hpa,0º (N),0.0,-,-,-,-,-,-,-,-
,,,,30/12/2018,22Z,8.2,60%,1031.1 Hpa,60º (NE),1.8,-,-,-,-,-,-,-,-
,,,,30/12/2018,21Z,9.0,56%,1031.0 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
,,,,30/12/2018,20Z,9.7,57%,1030.8 Hpa,110º (E),5.4,-,-,-,-,-,-,-,-
,,,,30/12/2018,19Z,10.5,60%,1030.6 Hpa,110º (E),1.8,-,-,-,-,-,-,-,-
,,,,30/12/2018,18Z,11.2,62%,1030.3 Hpa,140º (SE),1.8,0/8,-,-,-,-,15.4,-,Clear
,,,,30/12/2018,17Z,12.0,66%,1030.1 Hpa,350º (N),3.6,-,-,-,-,-,-,-,-
,,,,30/12/2018,16Z,14.5,57%,1029.4 Hpa,30º (NE),1.8,-,-,-,-,-,-,-,-
