location,WMO-index,latitude,longitude,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
OVIEDO (SPAIN) ,8015,43.21 ,-05.52 ,31/12/2018,23Z,4.5,86%,1033.8 Hpa,180º (S),5.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,22Z,4.7,89%,1033.7 Hpa,160º (S),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,21Z,5.4,93%,1033.8 Hpa,180º (S),9.4,3/8,3/8 ST,-,-,-,-,-,"Scattered clouds, mist"
,,,,31/12/2018,20Z,6.5,97%,1033.5 Hpa,140º (SE),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,19Z,6.9,95%,1033.3 Hpa,90º (E),7.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,18Z,7.8,92%,1032.9 Hpa,90º (E),7.6,2/8,2/8 ST,AC,CI,-,11.0,-,Few clouds
,,,,31/12/2018,17Z,8.9,87%,1032.4 Hpa,90º (E),7.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,16Z,10.5,76%,1032.1 Hpa,70º (E),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,15Z,11.0,66%,1031.9 Hpa,100º (E),5.4,1/8,-,1/8 AC,CI,-,-,-,Few clouds
,,,,31/12/2018,14Z,10.2,55%,1031.8 Hpa,110º (E),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,13Z,9.6,59%,1031.9 Hpa,50º (NE),5.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,12Z,7.8,70%,1032.7 Hpa,340º (N),1.8,1/8,-,1/8 AC,-,-,-,-,Few clouds
,,,,31/12/2018,11Z,8.0,63%,1033.4 Hpa,160º (S),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,10Z,5.3,71%,1034.0 Hpa,140º (SE),5.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,09Z,1.9,84%,1034.5 Hpa,190º (S),7.6,0/8,-,-,-,-,-,-,Clear
,,,,31/12/2018,08Z,0.9,85%,1034.2 Hpa,190º (S),7.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,07Z,1.8,81%,1033.8 Hpa,150º (SE),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,06Z,1.5,84%,1033.5 Hpa,180º (S),11.2,0/8,-,-,-,-,-,1.2,Clear
,,,,31/12/2018,05Z,1.7,87%,1033.4 Hpa,160º (S),7.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,04Z,2.0,87%,1034.0 Hpa,190º (S),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,03Z,2.0,89%,1034.6 Hpa,170º (S),7.6,1/8,1/8 ST,-,-,-,-,-,Few clouds
,,,,31/12/2018,02Z,2.3,91%,1034.3 Hpa,180º (S),9.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,01Z,2.6,91%,1034.4 Hpa,200º (S),5.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,00Z,3.2,93%,1034.4 Hpa,190º (S),9.4,1/8,1/8 ST,-,-,-,-,-,Few clouds
,,,,30/12/2018,23Z,3.6,93%,1034.2 Hpa,190º (S),7.6,-,-,-,-,-,-,-,-
,,,,30/12/2018,22Z,4.4,93%,1034.1 Hpa,190º (S),3.6,-,-,-,-,-,-,-,-
,,,,30/12/2018,21Z,4.8,93%,1034.0 Hpa,0º (N),0.0,2/8,2/8 ST,-,-,-,-,-,Few clouds
,,,,30/12/2018,20Z,5.4,93%,1033.9 Hpa,180º (S),3.6,-,-,-,-,-,-,-,-
,,,,30/12/2018,19Z,6.4,92%,1033.4 Hpa,80º (E),1.8,-,-,-,-,-,-,-,-
,,,,30/12/2018,18Z,7.3,87%,1033.2 Hpa,100º (E),5.4,0/8,-,-,-,-,10.0,-,Clear
,,,,30/12/2018,17Z,8.5,81%,1032.7 Hpa,80º (E),3.6,-,-,-,-,-,-,-,-
,,,,30/12/2018,16Z,9.7,74%,1032.3 Hpa,90º (E),1.8,-,-,-,-,-,-,-,-
,,,,30/12/2018,15Z,9.7,71%,1032.1 Hpa,100º (E),3.6,0/8,-,-,-,-,-,-,Clear
,,,,30/12/2018,14Z,8.7,71%,1032.1 Hpa,60º (NE),3.6,-,-,-,-,-,-,-,-
,,,,30/12/2018,13Z,7.1,80%,1032.6 Hpa,330º (NW),3.6,-,-,-,-,-,-,-,-
,,,,30/12/2018,12Z,6.0,82%,1033.6 Hpa,310º (NW),3.6,1/8,1/8 ST,-,-,-,-,-,Few clouds
,,,,30/12/2018,11Z,6.2,78%,1034.6 Hpa,130º (SE),3.6,-,-,-,-,-,-,-,-
,,,,30/12/2018,10Z,3.6,95%,1035.1 Hpa,150º (SE),5.4,-,-,-,-,-,-,-,-
,,,,30/12/2018,09Z,2.7,95%,1035.3 Hpa,140º (SE),5.4,8/8,6/8 ST,AS,N/A,-,-,-,"Overcast, mist"
,,,,30/12/2018,08Z,3.5,95%,1035.2 Hpa,200º (S),1.8,-,-,-,-,-,-,-,-
,,,,30/12/2018,07Z,4.4,99%,1034.7 Hpa,200º (S),3.6,-,-,-,-,-,-,-,-
,,,,30/12/2018,06Z,4.4,97%,1034.4 Hpa,150º (SE),5.4,8/8,7/8 ST,AS,N/A,-,-,4.3,"Overcast, mist"
,,,,30/12/2018,05Z,4.5,97%,1034.2 Hpa,180º (S),5.4,-,-,-,-,-,-,-,-
,,,,30/12/2018,04Z,4.7,97%,1035.0 Hpa,150º (SE),3.6,-,-,-,-,-,-,-,-
,,,,30/12/2018,03Z,4.9,97%,1035.1 Hpa,170º (S),5.4,8/8,7/8 ST,AS,N/A,-,-,-,"Overcast, mist"
,,,,30/12/2018,02Z,4.9,97%,1034.7 Hpa,140º (SE),5.4,-,-,-,-,-,-,-,-
,,,,30/12/2018,01Z,4.8,95%,1034.5 Hpa,160º (S),7.6,-,-,-,-,-,-,-,-
,,,,30/12/2018,00Z,5.4,95%,1034.6 Hpa,150º (SE),5.4,7/8,5/8 ST,AS,-,-,-,-,"Cloudy, mist"
,,,,29/12/2018,23Z,5.4,97%,1034.5 Hpa,170º (S),3.6,-,-,-,-,-,-,-,-
,,,,29/12/2018,22Z,5.5,95%,1034.9 Hpa,140º (SE),7.6,-,-,-,-,-,-,-,-
,,,,29/12/2018,21Z,6.4,95%,1035.4 Hpa,100º (E),11.2,2/8,1/8 ST,AS,-,-,-,-,"Few clouds, mist"
,,,,29/12/2018,20Z,6.7,93%,1035.6 Hpa,90º (E),9.4,-,-,-,-,-,-,-,-
,,,,29/12/2018,19Z,7.3,92%,1035.2 Hpa,90º (E),9.4,-,-,-,-,-,-,-,-
,,,,29/12/2018,18Z,7.9,90%,1034.8 Hpa,80º (E),7.6,4/8,3/8 ST,AS,-,-,10.6,-,Scattered clouds
,,,,29/12/2018,17Z,8.5,87%,1034.5 Hpa,80º (E),5.4,-,-,-,-,-,-,-,-
,,,,29/12/2018,16Z,9.2,84%,1034.3 Hpa,60º (NE),9.4,-,-,-,-,-,-,-,-
,,,,29/12/2018,15Z,9.7,83%,1034.0 Hpa,50º (NE),11.2,6/8,5/8 CU/ST,-,CI,-,-,-,Cloudy
,,,,29/12/2018,14Z,10.3,78%,1033.5 Hpa,70º (E),11.2,-,-,-,-,-,-,-,-
,,,,29/12/2018,13Z,10.4,77%,1033.7 Hpa,90º (E),9.4,-,-,-,-,-,-,-,-
,,,,29/12/2018,12Z,9.8,87%,1035.0 Hpa,70º (E),7.6,7/8,7/8 CU/ST,-,-,-,-,-,Cloudy
,,,,29/12/2018,11Z,9.9,87%,1035.6 Hpa,90º (E),11.2,-,-,-,-,-,-,-,-
,,,,29/12/2018,10Z,9.5,89%,1035.1 Hpa,150º (SE),3.6,-,-,-,-,-,-,-,-
,,,,29/12/2018,09Z,7.7,95%,1035.4 Hpa,120º (SE),3.6,4/8,3/8 SC,AC,CI,-,-,-,Scattered clouds
