location,WMO-index,latitude,longitude,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
BADAJOZ/TALAVERA LA REAL (SPAIN) ,8330,38.53 ,-06.49,31/12/2018,23Z,3.3,89%,1031.9 Hpa,0º (N),0.0,-,-,-,-,-,-,-,-
,,,,31/12/2018,22Z,4.7,86%,1031.5 Hpa,320º (NW),1.8,-,-,-,-,-,-,-,-
,,,,31/12/2018,21Z,5.5,82%,1031.6 Hpa,50º (NE),1.8,-,-,-,-,-,-,-,-
,,,,31/12/2018,20Z,6.8,76%,1031.3 Hpa,320º (NW),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,19Z,8.6,68%,1030.9 Hpa,110º (E),7.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,18Z,10.6,62%,1030.6 Hpa,0º (N),0.0,0/8,-,-,-,Tr(12h),15.8,-,Clear
,,,,31/12/2018,17Z,13.6,56%,1030.0 Hpa,90º (E),7.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,16Z,15.7,45%,1029.7 Hpa,80º (E),9.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,15Z,15.6,48%,1029.4 Hpa,70º (E),14.8,0/8,-,-,-,Tr(3h),-,-,Clear
,,,,31/12/2018,14Z,14.8,54%,1029.7 Hpa,70º (E),7.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,13Z,13.7,60%,1030.3 Hpa,90º (E),7.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,12Z,11.7,62%,1031.3 Hpa,80º (E),13.0,0/8,-,-,-,-,-,-,Clear
,,,,31/12/2018,11Z,8.9,74%,1032.3 Hpa,80º (E),9.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,10Z,5.6,85%,1032.7 Hpa,80º (E),9.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,09Z,1.2,99%,1032.6 Hpa,100º (E),5.4,0/8,-,-,-,-,-,-,Clear
,,,,31/12/2018,08Z,0.0,97%,1032.2 Hpa,130º (SE),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,07Z,0.7,97%,1031.7 Hpa,190º (S),1.8,-,-,-,-,-,-,-,-
,,,,31/12/2018,06Z,0.5,97%,1031.0 Hpa,0º (N),0.0,0/8,-,-,-,-,-,0.5,Clear
,,,,31/12/2018,05Z,1.1,97%,1030.6 Hpa,340º (N),1.8,-,-,-,-,-,-,-,-
,,,,31/12/2018,04Z,1.2,95%,1030.6 Hpa,0º (N),0.0,-,-,-,-,-,-,-,-
,,,,31/12/2018,03Z,1.9,95%,1030.9 Hpa,60º (NE),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,02Z,2.7,91%,1030.4 Hpa,320º (NW),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,01Z,3.2,93%,1030.2 Hpa,190º (S),1.8,-,-,-,-,-,-,-,-
,,,,31/12/2018,00Z,3.8,91%,1030.2 Hpa,110º (E),3.6,-,-,-,-,-,-,-,-
,,,,30/12/2018,23Z,4.5,88%,1030.1 Hpa,20º (N),3.6,-,-,-,-,-,-,-,-
,,,,30/12/2018,22Z,5.4,83%,1029.7 Hpa,100º (E),1.8,-,-,-,-,-,-,-,-
,,,,30/12/2018,21Z,6.9,80%,1029.7 Hpa,160º (S),1.8,-,-,-,-,-,-,-,-
