location,WMO-index,latitude,longitude,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
MURCIA/SAN JAVIER (SPAIN) ,8433,37.78 ,-0.8 ,31/12/2018,23Z,5.2,85%,1030.7 Hpa,280º (W),7.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,22Z,6.1,82%,1030.8 Hpa,290º (W),7.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,21Z,6.8,85%,1031.0 Hpa,290º (W),13.0,0/8,-,-,-,-,-,-,Clear
,,,,31/12/2018,20Z,7.4,84%,1031.1 Hpa,310º (NW),11.2,-,-,-,-,-,-,-,-
,,,,31/12/2018,19Z,8.4,84%,1030.8 Hpa,300º (NW),11.2,-,-,-,-,-,-,-,-
,,,,31/12/2018,18Z,10.7,81%,1030.5 Hpa,230º (SW),5.4,0/8,-,-,-,-,20.2,-,Clear
,,,,31/12/2018,17Z,14.3,69%,1030.1 Hpa,220º (SW),5.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,16Z,16.4,64%,1029.8 Hpa,110º (E),9.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,15Z,18.1,54%,1029.7 Hpa,110º (E),5.4,0/8,-,-,-,-,-,-,Clear
,,,,31/12/2018,14Z,20.0,30%,1029.4 Hpa,80º (E),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,13Z,19.1,41%,1029.6 Hpa,250º (W),5.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,12Z,17.2,48%,1030.4 Hpa,260º (W),11.2,0/8,-,-,-,-,-,-,Clear
,,,,31/12/2018,11Z,14.8,56%,1031.3 Hpa,250º (W),11.2,-,-,-,-,-,-,-,-
,,,,31/12/2018,10Z,11.7,67%,1031.6 Hpa,250º (W),11.2,-,-,-,-,-,-,-,-
,,,,31/12/2018,09Z,7.7,80%,1031.6 Hpa,240º (SW),9.4,0/8,-,-,-,-,-,-,"Clear, fog"
,,,,31/12/2018,08Z,4.7,95%,1031.2 Hpa,240º (SW),7.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,07Z,3.9,93%,1030.3 Hpa,250º (W),11.2,-,-,-,-,-,-,-,-
,,,,31/12/2018,06Z,4.0,97%,1029.7 Hpa,270º (W),14.8,0/8,-,-,-,-,-,3.8,Clear
,,,,31/12/2018,05Z,4.0,99%,1029.7 Hpa,260º (W),7.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,04Z,4.2,99%,1030.2 Hpa,270º (W),5.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,03Z,4.9,99%,1030.4 Hpa,220º (SW),9.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,02Z,5.3,99%,1030.3 Hpa,270º (W),5.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,01Z,6.2,99%,1030.2 Hpa,280º (W),5.4,-,-,-,-,-,-,-,-
,,,,31/12/2018,00Z,6.2,97%,1030.4 Hpa,300º (NW),5.4,-,-,-,-,-,-,-,-
,,,,30/12/2018,23Z,6.8,97%,1030.2 Hpa,330º (NW),11.2,-,-,-,-,-,-,-,-
,,,,30/12/2018,22Z,7.2,97%,1030.1 Hpa,320º (NW),11.2,-,-,-,-,-,-,-,-
,,,,30/12/2018,21Z,8.4,94%,1030.2 Hpa,340º (N),9.4,0/8,-,-,-,-,-,-,"Clear, mist"
,,,,30/12/2018,20Z,9.0,94%,1029.9 Hpa,330º (NW),11.2,-,-,-,-,-,-,-,-
,,,,30/12/2018,19Z,9.9,89%,1029.7 Hpa,330º (NW),11.2,-,-,-,-,-,-,-,-
,,,,30/12/2018,18Z,12.7,83%,1029.4 Hpa,40º (NE),9.4,1/8,1/8 CU,-,-,-,16.5,-,Few clouds
,,,,30/12/2018,17Z,13.6,77%,1028.8 Hpa,40º (NE),13.0,-,-,-,-,-,-,-,-
,,,,30/12/2018,16Z,15.3,72%,1028.7 Hpa,30º (NE),13.0,-,-,-,-,-,-,-,-
,,,,30/12/2018,15Z,15.9,68%,1028.6 Hpa,30º (NE),13.0,1/8,1/8 CU,-,-,-,-,-,Few clouds
,,,,30/12/2018,14Z,16.1,66%,1028.6 Hpa,40º (NE),18.4,-,-,-,-,-,-,-,-
,,,,30/12/2018,13Z,16.2,66%,1028.6 Hpa,20º (N),20.5,-,-,-,-,-,-,-,-
,,,,30/12/2018,12Z,16.2,65%,1029.2 Hpa,20º (N),18.4,2/8,2/8 CU,-,-,-,-,-,Few clouds
,,,,30/12/2018,11Z,15.8,68%,1030.0 Hpa,20º (N),18.4,-,-,-,-,-,-,-,-
,,,,30/12/2018,10Z,15.0,70%,1030.7 Hpa,10º (N),14.8,-,-,-,-,-,-,-,-
,,,,30/12/2018,09Z,12.5,78%,1030.3 Hpa,350º (N),13.0,2/8,1/8 CU,AC,-,-,-,-,Few clouds
,,,,30/12/2018,08Z,9.7,89%,1030.1 Hpa,340º (N),14.8,-,-,-,-,-,-,-,-
,,,,30/12/2018,07Z,9.2,92%,1029.7 Hpa,340º (N),14.8,-,-,-,-,-,-,-,-
,,,,30/12/2018,06Z,9.2,94%,1029.0 Hpa,340º (N),14.8,3/8,2/8 CU,AC,-,2.8(24h),-,9.2,Scattered clouds
,,,,30/12/2018,05Z,9.7,89%,1028.5 Hpa,340º (N),13.0,-,-,-,-,-,-,-,-
,,,,30/12/2018,04Z,10.4,88%,1028.9 Hpa,350º (N),16.6,-,-,-,-,-,-,-,-
,,,,30/12/2018,03Z,11.1,85%,1029.4 Hpa,350º (N),18.4,-,-,-,-,-,-,-,-
,,,,30/12/2018,02Z,11.6,88%,1029.6 Hpa,350º (N),14.8,-,-,-,-,-,-,-,-
,,,,30/12/2018,01Z,13.4,83%,1029.3 Hpa,30º (NE),16.6,-,-,-,-,-,-,-,-
,,,,30/12/2018,00Z,14.0,81%,1029.3 Hpa,60º (NE),22.3,-,-,-,-,Tr(6h),-,-,-
,,,,29/12/2018,23Z,14.4,78%,1029.2 Hpa,70º (E),24.1,-,-,-,-,-,-,-,-
,,,,29/12/2018,22Z,14.6,83%,1029.2 Hpa,70º (E),24.1,-,-,-,-,-,-,-,-
,,,,29/12/2018,21Z,14.7,79%,1029.0 Hpa,70º (E),24.1,5/8,3/8 SC,AC,-,Tr(3h),-,-,Cloudy
,,,,29/12/2018,20Z,14.4,83%,1028.8 Hpa,60º (NE),25.9,-,-,-,-,-,-,-,-
,,,,29/12/2018,19Z,14.3,90%,1028.6 Hpa,50º (NE),29.5,-,-,-,-,-,-,-,Precipitation
,,,,29/12/2018,18Z,14.2,87%,1028.3 Hpa,40º (NE),27.7,6/8,4/8 SC,AC,-,3.0(12h),15.1,-,Cloudy
,,,,29/12/2018,17Z,14.1,87%,1028.0 Hpa,40º (NE),27.7,-,-,-,-,-,-,-,-
,,,,29/12/2018,16Z,14.1,86%,1027.9 Hpa,40º (NE),29.5,-,-,-,-,-,-,-,Precipitation
,,,,29/12/2018,15Z,13.6,91%,1027.9 Hpa,50º (NE),29.5,8/8,6/8 SC,AC,-,0.1(3h),-,-,"Overcast, rain, intermittent"
,,,,29/12/2018,14Z,13.9,91%,1027.5 Hpa,50º (NE),29.5,-,-,-,-,-,-,-,-
,,,,29/12/2018,13Z,15.1,75%,1027.2 Hpa,20º (N),25.9,-,-,-,-,-,-,-,-
,,,,29/12/2018,12Z,14.8,75%,1027.7 Hpa,10º (N),22.3,6/8,5/8 SC,AC,-,3.0(6h),-,-,Cloudy
,,,,29/12/2018,11Z,13.9,81%,1028.3 Hpa,10º (N),18.4,-,-,-,-,-,-,-,-
,,,,29/12/2018,10Z,13.4,82%,1028.8 Hpa,10º (N),22.3,-,-,-,-,-,-,-,Precipitation
,,,,29/12/2018,09Z,13.4,84%,1028.4 Hpa,40º (NE),31.3,7/8,4/8 SC,AS,N/A,3.0(3h),-,-,"Cloudy, rain, intermittent"
,,,,29/12/2018,08Z,13.1,91%,1028.3 Hpa,50º (NE),35.3,-,-,-,-,-,-,-,Precipitation
,,,,29/12/2018,07Z,11.7,96%,1027.7 Hpa,340º (N),13.0,-,-,-,-,-,-,-,Precipitation
,,,,29/12/2018,06Z,12.2,98%,1027.4 Hpa,60º (NE),13.0,7/8,6/8 SC,AS,N/A,3.9(24h),-,11.7,"Cloudy, rain, intermittent"
,,,,29/12/2018,05Z,11.9,96%,1027.0 Hpa,10º (N),18.4,-,-,-,-,-,-,-,Precipitation
,,,,29/12/2018,04Z,13.0,83%,1026.9 Hpa,10º (N),18.4,-,-,-,-,-,-,-,-
,,,,29/12/2018,03Z,12.5,91%,1027.1 Hpa,340º (N),11.2,-,-,-,-,Tr(3h),-,-,-
,,,,29/12/2018,02Z,13.0,91%,1027.4 Hpa,350º (N),14.8,-,-,-,-,-,-,-,-
,,,,29/12/2018,01Z,13.1,94%,1027.2 Hpa,10º (N),14.8,-,-,-,-,-,-,-,Precipitation
,,,,29/12/2018,00Z,12.9,94%,1027.6 Hpa,300º (NW),3.6,-,-,-,-,Tr(6h),-,-,Precipitation
,,,,28/12/2018,23Z,12.7,91%,1027.9 Hpa,320º (NW),11.2,-,-,-,-,-,-,-,-
,,,,28/12/2018,22Z,13.1,82%,1028.1 Hpa,340º (N),16.6,-,-,-,-,-,-,-,-
,,,,28/12/2018,21Z,13.3,77%,1028.0 Hpa,350º (N),13.0,7/8,7/8 CU/ST,-,-,-,-,-,Cloudy
,,,,28/12/2018,20Z,13.3,77%,1028.0 Hpa,340º (N),9.4,-,-,-,-,-,-,-,-
,,,,28/12/2018,19Z,13.6,76%,1028.0 Hpa,340º (N),7.6,-,-,-,-,-,-,-,-
,,,,28/12/2018,18Z,14.0,77%,1027.8 Hpa,360º (N),5.4,7/8,7/8 SC,-,-,-,15.9,-,Cloudy
,,,,28/12/2018,17Z,14.3,78%,1027.4 Hpa,30º (NE),7.6,-,-,-,-,-,-,-,-
,,,,28/12/2018,16Z,14.9,71%,1027.1 Hpa,30º (NE),13.0,-,-,-,-,-,-,-,-
,,,,28/12/2018,15Z,15.2,72%,1026.9 Hpa,40º (NE),9.4,8/8,6/8 SC,AS,-,-,-,-,Overcast
,,,,28/12/2018,14Z,15.7,69%,1026.6 Hpa,130º (SE),3.6,-,-,-,-,-,-,-,-
,,,,28/12/2018,13Z,15.4,73%,1026.5 Hpa,110º (E),5.4,-,-,-,-,-,-,-,-
,,,,28/12/2018,12Z,15.1,70%,1027.1 Hpa,120º (SE),3.6,5/8,3/8 SC,AC,CI/CS,-,-,-,"Cloudy, mist"
,,,,28/12/2018,11Z,14.0,75%,1027.9 Hpa,160º (S),7.6,-,-,-,-,-,-,-,-
,,,,28/12/2018,10Z,13.5,78%,1028.6 Hpa,180º (S),3.6,-,-,-,-,-,-,-,-
,,,,28/12/2018,09Z,9.9,92%,1028.6 Hpa,260º (W),5.4,3/8,-,1/8 AC,CI/CS,-,-,-,"Scattered clouds, mist"
,,,,28/12/2018,08Z,6.8,99%,1028.2 Hpa,240º (SW),9.4,-,-,-,-,-,-,-,-
,,,,28/12/2018,07Z,6.6,99%,1027.3 Hpa,310º (NW),11.2,-,-,-,-,-,-,-,-
,,,,28/12/2018,06Z,7.1,97%,1026.9 Hpa,280º (W),3.6,4/8,2/8 SC,AC,CI,-,-,6.8,"Scattered clouds, mist"
,,,,28/12/2018,05Z,7.8,97%,1026.5 Hpa,290º (W),7.6,-,-,-,-,-,-,-,-
,,,,28/12/2018,04Z,8.9,97%,1026.7 Hpa,280º (W),11.2,-,-,-,-,-,-,-,-
,,,,28/12/2018,03Z,9.1,96%,1027.1 Hpa,240º (SW),7.6,-,-,-,-,-,-,-,-
,,,,28/12/2018,02Z,8.8,96%,1027.1 Hpa,220º (SW),5.4,-,-,-,-,-,-,-,-
,,,,28/12/2018,01Z,8.2,99%,1026.8 Hpa,250º (W),3.6,-,-,-,-,-,-,-,-
,,,,28/12/2018,00Z,6.9,97%,1027.0 Hpa,280º (W),7.6,-,-,-,-,-,-,-,-
,,,,27/12/2018,23Z,7.5,97%,1027.4 Hpa,300º (NW),7.6,-,-,-,-,-,-,-,-
,,,,27/12/2018,22Z,7.9,95%,1027.7 Hpa,310º (NW),11.2,-,-,-,-,-,-,-,-
,,,,27/12/2018,21Z,8.2,94%,1027.6 Hpa,310º (NW),7.6,8/8,1/8 ST,-,CI/CS,-,-,-,Overcast
,,,,27/12/2018,20Z,9.4,92%,1027.5 Hpa,270º (W),3.6,-,-,-,-,-,-,-,-
,,,,27/12/2018,19Z,10.7,86%,1027.3 Hpa,0º (N),0.0,-,-,-,-,-,-,-,-
,,,,27/12/2018,18Z,12.3,85%,1027.1 Hpa,200º (S),7.6,6/8,2/8 ST,AC,CI,-,16.6,-,Cloudy
,,,,27/12/2018,17Z,13.4,79%,1026.6 Hpa,180º (S),13.0,-,-,-,-,-,-,-,-
,,,,27/12/2018,16Z,14.6,79%,1026.5 Hpa,150º (SE),11.2,-,-,-,-,-,-,-,-
,,,,27/12/2018,15Z,15.6,70%,1026.6 Hpa,140º (SE),5.4,4/8,2/8 SC,-,CI,-,-,-,Scattered clouds
,,,,27/12/2018,14Z,16.5,66%,1026.7 Hpa,150º (SE),7.6,-,-,-,-,-,-,-,-
,,,,27/12/2018,13Z,15.9,73%,1026.9 Hpa,160º (S),5.4,-,-,-,-,-,-,-,-
,,,,27/12/2018,12Z,14.6,76%,1027.7 Hpa,170º (S),5.4,7/8,7/8 ST,N/A,N/A,-,-,-,"Cloudy, mist"
,,,,27/12/2018,11Z,14.6,77%,1028.5 Hpa,160º (S),7.6,-,-,-,-,-,-,-,-
,,,,27/12/2018,10Z,12.5,87%,1029.1 Hpa,240º (SW),1.8,-,-,-,-,-,-,-,-
,,,,27/12/2018,09Z,10.8,92%,1029.0 Hpa,240º (SW),3.6,8/8,8/8 ST,N/A,N/A,-,-,-,"Overcast, mist"
,,,,27/12/2018,08Z,10.0,96%,1028.8 Hpa,240º (SW),7.6,-,-,-,-,-,-,-,-
,,,,27/12/2018,07Z,11.0,96%,1028.2 Hpa,290º (W),1.8,-,-,-,-,-,-,-,-
,,,,27/12/2018,06Z,10.1,98%,1028.2 Hpa,250º (W),7.6,8/8,8/8 ST,N/A,N/A,-,-,7.3,"Overcast, mist"
,,,,27/12/2018,05Z,9.7,99%,1027.8 Hpa,260º (W),7.6,-,-,-,-,-,-,-,-
,,,,27/12/2018,04Z,9.6,99%,1027.8 Hpa,260º (W),3.6,-,-,-,-,-,-,-,-
,,,,27/12/2018,03Z,9.7,100%,1028.1 Hpa,240º (SW),7.6,-,-,-,-,-,-,-,-
,,,,27/12/2018,02Z,8.6,100%,1028.4 Hpa,300º (NW),7.6,-,-,-,-,-,-,-,-
,,,,27/12/2018,01Z,7.4,99%,1028.2 Hpa,300º (NW),9.4,-,-,-,-,-,-,-,-
,,,,27/12/2018,00Z,7.5,99%,1028.4 Hpa,290º (W),7.6,-,-,-,-,-,-,-,-
,,,,26/12/2018,23Z,8.0,98%,1028.8 Hpa,260º (W),5.4,-,-,-,-,-,-,-,-
,,,,26/12/2018,22Z,8.6,97%,1028.9 Hpa,300º (NW),11.2,-,-,-,-,-,-,-,-
,,,,26/12/2018,21Z,8.9,96%,1028.7 Hpa,300º (NW),11.2,4/8,-,4/8 AS,CS,-,-,-,Scattered clouds
,,,,26/12/2018,20Z,10.0,94%,1028.8 Hpa,300º (NW),7.6,-,-,-,-,-,-,-,-
,,,,26/12/2018,19Z,12.2,84%,1028.7 Hpa,0º (N),0.0,-,-,-,-,-,-,-,-
,,,,26/12/2018,18Z,13.9,87%,1028.5 Hpa,120º (SE),9.4,6/8,-,5/8 AS,CS,-,17.9,-,Cloudy
,,,,26/12/2018,17Z,14.2,87%,1028.3 Hpa,120º (SE),9.4,-,-,-,-,-,-,-,-
,,,,26/12/2018,16Z,15.0,81%,1028.3 Hpa,110º (E),9.4,-,-,-,-,-,-,-,-
,,,,26/12/2018,15Z,16.9,73%,1028.6 Hpa,80º (E),9.4,2/8,-,2/8 AC,CS,-,-,-,Few clouds
,,,,26/12/2018,14Z,17.5,72%,1028.7 Hpa,60º (NE),11.2,-,-,-,-,-,-,-,-
,,,,26/12/2018,13Z,17.6,73%,1029.2 Hpa,60º (NE),9.4,-,-,-,-,-,-,-,-
,,,,26/12/2018,12Z,17.5,72%,1030.1 Hpa,50º (NE),9.4,4/8,1/8 SC,AC,CS,-,-,-,Scattered clouds
,,,,26/12/2018,11Z,17.3,73%,1031.0 Hpa,40º (NE),3.6,-,-,-,-,-,-,-,-
,,,,26/12/2018,10Z,14.3,90%,1031.5 Hpa,0º (N),0.0,-,-,-,-,-,-,-,-
,,,,26/12/2018,09Z,11.4,100%,1031.6 Hpa,0º (N),0.0,6/8,6/8 SC,AC,CI/CS,-,-,-,"Cloudy, mist"
,,,,26/12/2018,08Z,8.8,100%,1031.2 Hpa,240º (SW),7.6,-,-,-,-,-,-,-,-
,,,,26/12/2018,07Z,8.3,100%,1030.6 Hpa,270º (W),5.4,-,-,-,-,-,-,-,-
,,,,26/12/2018,06Z,9.1,100%,1030.3 Hpa,330º (NW),11.2,6/8,6/8 SC,AC,-,-,-,8.8,"Cloudy, mist"
,,,,26/12/2018,05Z,9.8,99%,1029.9 Hpa,330º (NW),13.0,-,-,-,-,-,-,-,-
,,,,26/12/2018,04Z,9.3,100%,1029.9 Hpa,340º (N),11.2,-,-,-,-,-,-,-,-
,,,,26/12/2018,03Z,9.0,99%,1030.2 Hpa,330º (NW),13.0,-,-,-,-,-,-,-,-
,,,,26/12/2018,02Z,9.4,99%,1030.1 Hpa,330º (NW),13.0,-,-,-,-,-,-,-,-
,,,,26/12/2018,01Z,9.6,99%,1029.8 Hpa,330º (NW),11.2,-,-,-,-,-,-,-,-
,,,,26/12/2018,00Z,9.5,99%,1030.3 Hpa,330º (NW),13.0,-,-,-,-,-,-,-,-
