location,WMO-index,latitude,longitude,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
GRANADA/AEROPUERTO (SPAIN) ,8419,37.11 ,-03.47 ,31/12/2018,23Z,-0.1,90%,1034.4 Hpa,0º (N),0.0,-,-,-,-,-,-,-,-
,,,,31/12/2018,22Z,0.8,87%,1034.0 Hpa,0º (N),0.0,-,-,-,-,-,-,-,-
,,,,31/12/2018,21Z,1.7,84%,1033.8 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
,,,,31/12/2018,20Z,3.0,78%,1033.1 Hpa,230º (SW),1.8,-,-,-,-,-,-,-,-
,,,,31/12/2018,19Z,4.5,73%,1032.3 Hpa,200º (S),1.8,-,-,-,-,-,-,-,-
,,,,31/12/2018,18Z,7.5,63%,1031.2 Hpa,200º (S),7.6,0/8,-,-,-,-,17.0,-,Clear
,,,,31/12/2018,17Z,13.7,47%,1029.2 Hpa,0º (N),0.0,-,-,-,-,-,-,-,-
,,,,31/12/2018,16Z,16.6,40%,1028.3 Hpa,110º (E),3.6,-,-,-,-,-,-,-,-
,,,,31/12/2018,15Z,16.4,40%,1028.1 Hpa,70º (E),5.4,0/8,-,-,-,-,-,-,Clear
,,,,31/12/2018,14Z,15.5,38%,1028.3 Hpa,60º (NE),1.8,-,-,-,-,-,-,-,-
,,,,31/12/2018,13Z,13.7,45%,1029.0 Hpa,30º (NE),1.8,0/8,-,-,-,-,-,-,Clear
,,,,31/12/2018,12Z,11.9,56%,1030.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
,,,,31/12/2018,11Z,8.3,67%,1032.1 Hpa,120º (SE),1.8,-,-,-,-,-,-,-,-
,,,,31/12/2018,10Z,4.4,84%,1033.8 Hpa,0º (N),0.0,-,-,-,-,-,-,-,Mist
