"location","WMO-index","latitude","longitude","Date","UTC time","Temp. (ºC)","Rel. Hum. (%)","Pressure/ Geopot.","Wind dir","Wins speed (Km/h)","Clouds","Low clouds","Medium clouds","High clouds","Prec. (mm)","Max temp. (ºC)","Min temp. (ºC)","Conditions"
"SAN SEBASTIAN/FUENTERRABIA (SPAIN) ","08029","43.21 ","-01.47 ","13/02/2019","18Z","12.4","63%","1029.0 Hpa","0º (N)","0.0","0/8","-","-","-","-","15.4","-","Clear"
,,,,"13/02/2019","15Z","13.4","63%","1029.0 Hpa","30º (NE)","9.4","0/8","-","-","-","-","-","-","Clear"
,,,,"13/02/2019","12Z","11.6","72%","1030.4 Hpa","10º (N)","9.4","0/8","-","-","-","-","-","-","Clear"
,,,,"13/02/2019","09Z","4.8","90%","1031.1 Hpa","200º (S)","7.6","0/8","-","-","-","-","-","-","Clear"
,,,,"13/02/2019","06Z","2.2","95%","1030.9 Hpa","240º (SW)","3.6","2/8","-","-","CI","-","-","2.0","Few clouds"
,,,,"12/02/2019","18Z","11.5","63%","1032.5 Hpa","40º (NE)","7.6","1/8","-","-","CI","-","14.0","-","Few clouds"
,,,,"12/02/2019","15Z","13.4","48%","1032.7 Hpa","60º (NE)","22.3","0/8","-","-","-","-","-","-","Clear"
,,,,"12/02/2019","12Z","12.3","54%","1034.4 Hpa","80º (E)","14.8","1/8","1/8 CU","-","-","-","-","-","Few clouds"
,,,,"12/02/2019","09Z","6.6","88%","1035.3 Hpa","160º (S)","3.6","0/8","-","-","-","-","-","-","Clear"
,,,,"12/02/2019","06Z","4.2","100%","1034.9 Hpa","210º (SW)","5.4","1/8","1/8 ST","-","-","1.7(24h)","-","4.2","Few clouds, mist"
,,,,"11/02/2019","18Z","10.8","72%","1033.6 Hpa","330º (NW)","5.4","6/8","2/8 SC","AC","CI","2.0(12h)","13.8","-","Cloudy"
,,,,"11/02/2019","15Z","13.4","63%","1032.6 Hpa","300º (NW)","9.4","6/8","3/8 SC","AC","-","-","-","-","Cloudy"
