"location","WMO-index","latitude","longitude","Date","UTC time","Temp. (ºC)","Rel. Hum. (%)","Pressure/ Geopot.","Wind dir","Wins speed (Km/h)","Clouds","Low clouds","Medium clouds","High clouds","Prec. (mm)","Max temp. (ºC)","Min temp. (ºC)","Conditions"
"ALBACETE/LOS LLANOS (SPAIN) ","08280","38.57 ","-01.51 ","13/02/2019","21Z","4.5","75%","1033.5 Hpa","120º (SE)","5.4","0/8","-","-","-","-","-","-","Clear"
,,,,"13/02/2019","18Z","9.6","47%","1030.4 Hpa","160º (S)","9.4","0/8","-","-","-","-","15.0","-","Clear"
,,,,"13/02/2019","15Z","14.8","28%","1028.6 Hpa","160º (S)","18.4","0/8","-","-","-","-","-","-","Clear"
,,,,"13/02/2019","12Z","13.3","22%","1030.4 Hpa","140º (SE)","18.4","0/8","-","-","-","-","-","-","Clear"
,,,,"13/02/2019","09Z","6.0","85%","1032.6 Hpa","140º (SE)","14.8","2/8","2/8 SC","-","-","-","-","-","Few clouds"
,,,,"13/02/2019","06Z","2.4","97%","1032.6 Hpa","150º (SE)","7.6","5/8","5/8 SC","-","-","-","-","2.4","Cloudy, mist"
,,,,"13/02/2019","03Z","4.5","95%","1032.3 Hpa","160º (S)","13.0","6/8","6/8 SC","-","-","-","-","-","Cloudy"
,,,,"13/02/2019","00Z","3.6","95%","1033.4 Hpa","170º (S)","9.4","2/8","2/8 SC","-","-","-","-","-","Few clouds"
,,,,"12/02/2019","21Z","4.7","80%","1033.7 Hpa","160º (S)","9.4","0/8","-","-","-","-","-","-","Clear"
,,,,"12/02/2019","18Z","8.8","61%","1031.6 Hpa","150º (SE)","13.0","0/8","-","-","-","-","13.6","-","Clear"
,,,,"12/02/2019","15Z","13.3","47%","1029.9 Hpa","150º (SE)","16.6","1/8","1/8 SC","-","-","-","-","-","Few clouds"
,,,,"12/02/2019","12Z","12.3","53%","1031.2 Hpa","150º (SE)","14.8","2/8","2/8 SC","-","-","-","-","-","Few clouds"
,,,,"12/02/2019","09Z","5.8","82%","1033.1 Hpa","70º (E)","9.4","5/8","5/8 CU/ST","-","-","-","-","-","Cloudy, mist"
,,,,"12/02/2019","06Z","4.2","93%","1031.8 Hpa","130º (SE)","3.6","7/8","7/8 ST","-","-","-","-","1.7","Cloudy"
,,,,"12/02/2019","03Z","3.6","89%","1032.0 Hpa","0º (N)","3.6","5/8","5/8 ST","-","-","-","-","-","Cloudy"
,,,,"12/02/2019","00Z","5.2","88%","1031.6 Hpa","130º (SE)","9.4","3/8","3/8 ST","-","-","-","-","-","Scattered clouds, mist"
,,,,"11/02/2019","21Z","4.2","73%","1030.7 Hpa","60º (NE)","5.4","1/8","-","-","CI","-","-","-","Few clouds"
,,,,"11/02/2019","18Z","11.4","49%","1026.8 Hpa","270º (W )","7.4","1/8 ","-","-"," CI","-","15.2","-","Few clouds"
,,,,"11/02/2019","15Z","14.9","42%","1025.1 Hpa","300º (NW)","18.4","1/8","1/8 CU/ST","-","-","-","-","-","Few clouds"
,,,,"11/02/2019","12Z","13.6","51%","1026.3 Hpa","330º (NW)","14.8","4/8","2/8 CU/ST","AC","CI","-","-","-","Scattered clouds"
,,,,"11/02/2019","09Z","9.6","86%","1027.6 Hpa","290º (W)","7.6","7/8","6/8 CU/ST","AC","-","-","-","-","Cloudy"
,,,,"11/02/2019","06Z","8.5","87%","1025.8 Hpa","290º (W)","11.2","6/8","5/8 CU/ST","AC","-","-","-","8.0","Cloudy"
,,,,"11/02/2019","03Z","8.7","86%","1025.6 Hpa","290º (W)","22.3","6/8","5/8 CU/ST","AC","-","-","-","-","Cloudy"
,,,,"11/02/2019","00Z","8.5","84%","1025.4 Hpa","270º (W)","11.2","4/8","3/8 SC","AC","-","-","-","-","Scattered clouds"
,,,,"10/02/2019","21Z","9.0","78%","1025.3 Hpa","270º (W)","22.3","5/8","4/8 SC","AC","-","-","-","-","Cloudy"
,,,,"10/02/2019","18Z","9.7","73%","1024.2 Hpa","270º (W)","24.1","4/8","2/8 SC","AC","CI/CS","-","13.4","-","Scattered clouds"
,,,,"10/02/2019","15Z","12.5","56%","1022.8 Hpa","290º (W)","31.3","6/8","5/8 SC","AC","CI/CS","-","-","-","Cloudy"
,,,,"10/02/2019","12Z","10.2","65%","1024.8 Hpa","270º (W)","25.9","7/8","4/8 SC","AC","CI/CS","-","-","-","Cloudy"
,,,,"10/02/2019","09Z","7.7","77%","1025.4 Hpa","270º (W)","22.3","6/8","1/8 SC","AC","CI/CS","-","-","-","Cloudy"
,,,,"10/02/2019","06Z","5.1","76%","1024.4 Hpa","280º (W)","14.8","4/8","-","-","CI","-","-","0.7","Scattered clouds"
,,,,"10/02/2019","03Z","1.1","85%","1025.1 Hpa","260º (W)","5.4","3/8","-","-","CI","-","-","-","Scattered clouds"
,,,,"10/02/2019","00Z","6.5","64%","1024.6 Hpa","260º (W)","18.4","2/8","-","-","CI","-","-","-","Few clouds"
,,,,"09/02/2019","21Z","5.2","74%","1024.5 Hpa","0º (N)","5.4","0/8","-","-","-","-","-","-","Clear"
,,,,"09/02/2019","18Z","10.4","57%","1022.0 Hpa","150º (SE)","3.6","2/8","-","-","CI","-","17.1","-","Few clouds"
,,,,"09/02/2019","15Z","16.2","40%","1020.4 Hpa","0º (N)","3.6","4/8","-","-","CI","-","-","-","Scattered clouds"
,,,,"09/02/2019","12Z","13.1","52%","1023.5 Hpa","0º (N)","3.6","2/8","-","-","CI","-","-","-","Few clouds"
,,,,"09/02/2019","06Z","-1.2","94%","1027.2 Hpa","0º (N)","0.0","0/8","-","-","-","-","-","-1.2","Clear"
,,,,"09/02/2019","03Z","2.0","82%","1025.5 Hpa","220º (SW)","9.4","0/8","-","-","-","-","-","-","Clear"
,,,,"09/02/2019","00Z","4.0","70%","1025.4 Hpa","240º (SW)","13.0","0/8","-","-","-","-","-","-","Clear"
,,,,"08/02/2019","21Z","4.8","65%","1024.7 Hpa","250º (W)","9.4","0/8","-","-","-","-","-","-","Clear"
,,,,"08/02/2019","18Z","11.8","48%","1021.3 Hpa","310º (NW)","5.4","0/8","-","-","-","-","18.0","-","Clear"
,,,,"08/02/2019","15Z","17.8","31%","1019.3 Hpa","350º (N)","13.0","1/8","-","-","CI","-","-","-","Few clouds"
,,,,"08/02/2019","12Z","15.0","42%","1021.9 Hpa","0º (N)","3.6","1/8","-","-","CI","-","-","-","Few clouds"
,,,,"08/02/2019","09Z","5.0","71%","1026.2 Hpa","0º (N)","0.0","1/8","-","-","CI","-","-","-","Few clouds"
,,,,"08/02/2019","06Z","-1.8","95%","1027.6 Hpa","190º (S)","5.4","0/8","-","-","-","-","-","-1.9","Clear"
,,,,"08/02/2019","03Z","-0.6","95%","1027.6 Hpa","0º (N)","0.0","0/8","-","-","-","-","-","-","Clear"
,,,,"08/02/2019","00Z","0.7","90%","1027.9 Hpa","0º (N)","0.0","0/8","-","-","-","-","-","-","Clear"
,,,,"07/02/2019","21Z","4.2","77%","1025.9 Hpa","200º (S)","7.6","0/8","-","-","-","-","-","-","Clear"
,,,,"07/02/2019","18Z","11.3","53%","1022.4 Hpa","330º (NW)","9.4","1/8","-","-","CI","-","17.1","-","Few clouds"
,,,,"07/02/2019","15Z","16.3","37%","1020.4 Hpa","310º (NW)","18.4","1/8","-","-","CI/CS","-","-","-","Few clouds"
,,,,"07/02/2019","12Z","14.4","53%","1022.8 Hpa","330º (NW)","14.8","1/8","-","-","CI/CS","-","-","-","Few clouds"
,,,,"07/02/2019","09Z","6.0","77%","1025.8 Hpa","0º (N)","0.0","3/8","-","-","CI/CS","-","-","-","Scattered clouds"
,,,,"07/02/2019","06Z","-0.4","95%","1026.8 Hpa","0º (N)","0.0","2/8","-","-","CI","-","-","-0.7","Few clouds"
,,,,"07/02/2019","03Z","0.6","92%","1027.3 Hpa","170º (S)","5.4","0/8","-","-","-","-","-","-","Clear"
,,,,"07/02/2019","00Z","3.4","84%","1026.4 Hpa","230º (SW)","9.4","0/8","-","-","-","-","-","-","Clear"
,,,,"06/02/2019","21Z","6.5","71%","1025.6 Hpa","230º (SW)","7.6","0/8","-","-","-","-","-","-","Clear"
,,,,"06/02/2019","18Z","10.9","56%","1023.8 Hpa","340º (N)","5.4","0/8","-","-","-","-","17.8","-","Clear"
,,,,"06/02/2019","15Z","17.7","39%","1021.7 Hpa","340º (N)","13.0","0/8","-","-","-","-","-","-","Clear"
,,,,"06/02/2019","12Z","13.4","52%","1025.5 Hpa","0º (N)","3.6","0/8","-","-","-","-","-","-","Clear"
,,,,"06/02/2019","09Z","6.0","76%","1029.0 Hpa","300º (NW)","1.8","0/8","-","-","-","-","-","-","Clear"
,,,,"06/02/2019","06Z","-1.7","95%","1031.1 Hpa","0º (N)","0.0","0/8","-","-","-","-","-","-1.7","Clear"
,,,,"06/02/2019","03Z","-0.2","92%","1030.9 Hpa","0º (N)","0.0","0/8","-","-","-","-","-","-","Clear"
,,,,"06/02/2019","00Z","2.0","87%","1030.8 Hpa","220º (SW)","5.4","0/8","-","-","-","-","-","-","Clear"
,,,,"05/02/2019","21Z","7.4","67%","1028.7 Hpa","260º (W)","13.0","0/8","-","-","-","-","-","-","Clear"
,,,,"05/02/2019","18Z","11.5","53%","1026.5 Hpa","270º (W)","14.8","1/8","-","-","CI","-","15.3","-","Few clouds"
,,,,"05/02/2019","15Z","15.0","42%","1025.5 Hpa","310º (NW)","18.4","1/8","1/8 SC","-","CI","-","-","-","Few clouds"
,,,,"05/02/2019","12Z","11.4","45%","1028.6 Hpa","290º (W)","7.6","0/8","-","-","-","-","-","-","Clear"
,,,,"05/02/2019","09Z","3.7","62%","1031.5 Hpa","260º (W)","5.4","0/8","-","-","-","-","-","-","Clear"
,,,,"05/02/2019","06Z","-2.7","84%","1032.5 Hpa","0º (N)","0.0","1/8","-","-","CI","-","-","-3.0","Few clouds"
,,,,"05/02/2019","03Z","-2.3","82%","1032.6 Hpa","0º (N)","3.6","1/8","-","-","CI","-","-","-","Few clouds"
,,,,"05/02/2019","00Z","-1.4","78%","1032.9 Hpa","0º (N)","0.0","1/8","-","-","CI","-","-","-","Few clouds"
,,,,"04/02/2019","21Z","1.7","64%","1031.4 Hpa","0º (N)","5.4","1/8","-","-","CI","-","-","-","Few clouds"
,,,,"04/02/2019","18Z","6.7","48%","1028.6 Hpa","310º (NW)","7.6","1/8","-","-","CCM","-","11.6","-","Few clouds"
,,,,"04/02/2019","15Z","11.6","34%","1026.4 Hpa","310º (NW)","22.3","1/8","-","-","CI","-","-","-","Few clouds"
,,,,"04/02/2019","12Z","7.7","42%","1029.2 Hpa","290º (W)","22.3","1/8","-","-","CI","-","-","-","Few clouds"
,,,,"04/02/2019","09Z","1.7","65%","1032.1 Hpa","270º (W)","13.0","0/8","-","-","-","-","-","-","Clear"
,,,,"04/02/2019","06Z","-1.8","81%","1031.8 Hpa","280º (W)","9.4","0/8","-","-","-","-","-","-2.5","Clear"
,,,,"04/02/2019","03Z","-0.4","77%","1031.3 Hpa","310º (NW)","18.4","0/8","-","-","-","-","-","-","Clear"
,,,,"04/02/2019","00Z","0.4","71%","1030.5 Hpa","310º (NW)","16.6","0/8","-","-","-","-","-","-","Clear"
,,,,"03/02/2019","21Z","1.9","60%","1028.9 Hpa","310º (NW)","25.9","0/8","-","-","-","-","-","-","Clear"
,,,,"03/02/2019","18Z","4.0","49%","1025.8 Hpa","320º (NW)","22.3","1/8","1/8 SC","-","-","-","8.3","-","Few clouds"
,,,,"03/02/2019","15Z","8.1","35%","1023.9 Hpa","330º (NW)","37.1","3/8","3/8 SC","AC","-","-","-","-","Scattered clouds"
,,,,"03/02/2019","12Z","5.0","43%","1025.0 Hpa","320º (NW)","35.3","3/8","3/8 SC","-","-","-","-","-","Scattered clouds"
,,,,"03/02/2019","09Z","2.2","58%","1025.8 Hpa","300º (NW)","44.3","1/8","1/8 CU","-","-","-","-","-","Few clouds"
,,,,"03/02/2019","06Z","0.0","71%","1023.0 Hpa","310º (NW)","33.5","0/8","-","-","-","-","-","0.0","Clear"
,,,,"03/02/2019","03Z","0.9","70%","1021.3 Hpa","300º (NW)","37.1","0/8","-","-","-","-","-","-","Clear"
,,,,"03/02/2019","00Z","0.8","72%","1020.5 Hpa","300º (NW)","24.1","0/8","-","-","-","-","-","-","Clear"
,,,,"02/02/2019","21Z","1.6","67%","1018.9 Hpa","300º (NW)","27.7","0/8","-","-","-","-","-","-","Clear"
,,,,"02/02/2019","18Z","4.4","51%","1014.5 Hpa","310º (NW)","31.3","2/8","2/8 SC","-","-","-","8.1","-","Few clouds"
,,,,"02/02/2019","15Z","7.4","40%","1010.9 Hpa","320º (NW)","40.7","7/8","7/8 CU/ST","AC","-","-","-","-","Cloudy"
,,,,"02/02/2019","12Z","6.7","54%","1008.8 Hpa","300º (NW)","55.4","2/8","2/8 CU/ST","AC","-","-","-","-","Few clouds"
,,,,"02/02/2019","09Z","4.0","72%","1008.7 Hpa","290º (W)","33.5","6/8","5/8 CU/ST","AC","-","-","-","-","Cloudy"
,,,,"02/02/2019","06Z","3.3","78%","1004.9 Hpa","260º (W)","20.5","5/8","5/8 CU/ST","AC","-","3.6(24h)","-","3.0","Cloudy"
,,,,"02/02/2019","03Z","3.9","76%","1003.4 Hpa","270º (W)","35.3","4/8","1/8 SC","AC","CI","-","-","-","Scattered clouds"
,,,,"02/02/2019","00Z","4.7","75%","1001.3 Hpa","270º (W)","38.9","5/8","4/8 CU/ST","AC","-","1.0(6h)","-","-","Cloudy"
,,,,"01/02/2019","21Z","4.5","79%","999.7 Hpa","260º (W)","31.3","3/8","2/8 ST","-","CI","-","-","-","Scattered clouds"
,,,,"01/02/2019","18Z","5.1","88%","998.1 Hpa","270º (W)","44.3","8/8","8/8 CU/ST","N/A","N/A","3.0(12h)","10.8","-","Overcast, rain shower(s)"
,,,,"01/02/2019","12Z","10.3","57%","996.9 Hpa","270º (W)","46.4","2/8","2/8 CU","-","CI","2.0(6h)","-","-","Few clouds"
,,,,"01/02/2019","09Z","8.0","90%","997.3 Hpa","290º (W)","27.7","7/8","6/8 CU/ST","AC","N/A","-","-","-","Cloudy"
,,,,"01/02/2019","06Z","10.7","80%","995.1 Hpa","250º (W)","29.5","8/8","6/8 CU/ST","AC","N/A","-","-","10.1","Overcast"
,,,,"01/02/2019","03Z","11.0","79%","997.8 Hpa","240º (SW)","25.9","8/8","4/8 CU/ST","AC","N/A","-","-","-","Overcast"
,,,,"01/02/2019","00Z","10.9","80%","1000.6 Hpa","250º (W)","31.3","8/8","6/8 CU/ST","AC","N/A","-","-","-","Overcast"
,,,,"31/01/2019","21Z","10.4","82%","1002.6 Hpa","250º (W)","31.3","6/8","6/8 CU/ST","AC","CI/CS","-","-","-","Cloudy"
,,,,"31/01/2019","18Z","10.9","80%","1003.8 Hpa","260º (W)","35.3","7/8","7/8 CU/ST","AC","CS","-","14.3","-","Cloudy"
,,,,"31/01/2019","15Z","13.8","63%","1003.3 Hpa","270º (W)","44.3","6/8","6/8 CU/ST","AC","CI/CS","-","-","-","Cloudy"
,,,,"31/01/2019","12Z","13.3","60%","1004.7 Hpa","280º (W)","46.4","7/8","7/8 SC","-","CI","-","-","-","Cloudy"
,,,,"31/01/2019","09Z","11.1","79%","1004.9 Hpa","270º (W)","37.1","7/8","7/8 SC","-","CI","-","-","-","Cloudy"
,,,,"31/01/2019","06Z","9.2","86%","1004.7 Hpa","270º (W)","33.5","6/8","5/8 ST","AC","CI","-","-","6.5","Cloudy"
,,,,"31/01/2019","03Z","8.1","83%","1006.3 Hpa","260º (W)","33.5","7/8","2/8 ST","AC","CI","-","-","-","Cloudy"
,,,,"31/01/2019","00Z","8.1","84%","1008.8 Hpa","260º (W)","22.3","7/8","4/8 ST","AC","N/A","-","-","-","Cloudy"
,,,,"30/01/2019","21Z","6.6","77%","1011.3 Hpa","260º (W)","18.4","6/8","3/8 ST","AC","CI","399.0(0h)","-","-","Cloudy"
,,,,"30/01/2019","18Z","7.8","52%","1011.4 Hpa","280º (W)","20.5","7/8","1/8 SC","AC","CI","-","10.4","-","Cloudy"
,,,,"30/01/2019","15Z","10.3","47%","1010.9 Hpa","280º (W)","29.5","4/8","2/8 SC","-","CI","-","-","-","Scattered clouds"
,,,,"30/01/2019","12Z","8.6","65%","1013.6 Hpa","300º (NW)","25.9","6/8","6/8 SC","-","CI","-","-","-","Cloudy"
,,,,"30/01/2019","09Z","6.4","76%","1014.0 Hpa","310º (NW)","20.5","7/8","7/8 ST","N/A","N/A","-","-","-","Cloudy"
,,,,"30/01/2019","06Z","6.6","88%","1012.3 Hpa","300º (NW)","20.5","8/8","8/8 ST","N/A","N/A","Tr(24h)","-","6.6","Overcast"
,,,,"30/01/2019","03Z","7.8","80%","1013.0 Hpa","290º (W)","20.5","8/8","8/8 ST","N/A","N/A","-","-","-","Overcast"
,,,,"30/01/2019","00Z","7.5","84%","1013.3 Hpa","280º (W)","24.1","8/8","1/8 ST","-","CS","Tr(6h)","-","-","Overcast"
