"location","WMO-index","latitude","longitude","Date","UTC time","Temp. (ºC)","Rel. Hum. (%)","Pressure/ Geopot.","Wind dir","Wins speed (Km/h)","Clouds","Low clouds","Medium clouds","High clouds","Prec. (mm)","Max temp. (ºC)","Min temp. (ºC)","Conditions"
"OVIEDO (SPAIN) ","08015","43.21 ","-05.52 ","13/02/2019","23Z","7.9","80%","1029.3 Hpa","190º (S)","9.4","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","22Z","8.7","79%","1029.4 Hpa","180º (S)","7.6","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","21Z","9.6","75%","1029.3 Hpa","190º (S)","5.4","1/8","-","-","CS","-","-","-","Few clouds"
,,,,"13/02/2019","20Z","10.6","67%","1029.1 Hpa","100º (E)","1.8","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","19Z","11.1","69%","1028.9 Hpa","140º (SE)","7.6","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","18Z","12.5","58%","1028.4 Hpa","70º (E)","7.6","1/8","-","-","CS","-","17.4","-","Few clouds"
,,,,"13/02/2019","17Z","13.9","50%","1028.0 Hpa","80º (E)","7.6","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","16Z","16.2","46%","1027.5 Hpa","90º (E)","9.4","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","15Z","16.9","45%","1027.3 Hpa","70º (E)","7.6","0/8","-","-","-","-","-","-","Clear"
,,,,"13/02/2019","14Z","17.2","42%","1027.5 Hpa","110º (E)","5.4","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","12Z","14.4","43%","1029.0 Hpa","350º (N)","3.6","0/8","-","-","-","-","-","-","Clear"
,,,,"13/02/2019","11Z","13.7","46%","1029.3 Hpa","160º (S)","3.6","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","10Z","9.3","59%","1030.0 Hpa","170º (S)","5.4","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","09Z","5.9","67%","1030.6 Hpa","180º (S)","7.6","0/8","-","-","-","-","-","-","Clear"
,,,,"13/02/2019","08Z","4.7","67%","1030.6 Hpa","180º (S)","13.0","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","07Z","4.3","73%","1030.4 Hpa","180º (S)","11.2","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","06Z","3.9","76%","1030.3 Hpa","190º (S)","11.2","0/8","-","-","-","-","-","3.7","Clear"
