"location","WMO-index","latitude","longitude","Date","UTC time","Temp. (ºC)","Rel. Hum. (%)","Pressure/ Geopot.","Wind dir","Wins speed (Km/h)","Clouds","Low clouds","Medium clouds","High clouds","Prec. (mm)","Max temp. (ºC)","Min temp. (ºC)","Conditions"
"SANTANDER (SPAIN) ","08023","43.29 ","-03.48 ","13/02/2019","23Z","9.9","81%","1028.9 Hpa","150º (SE)","7.6","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","22Z","9.5","82%","1029.0 Hpa","150º (SE)","9.4","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","21Z","10.3","82%","1029.1 Hpa","150º (SE)","5.4","0/8","-","-","-","-","-","-","Clear"
,,,,"13/02/2019","20Z","10.2","85%","1029.2 Hpa","170º (S)","7.6","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","19Z","10.2","87%","1029.2 Hpa","140º (SE)","9.4","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","18Z","10.9","82%","1028.8 Hpa","100º (E)","5.4","0/8","-","-","-","-","13.1","-","Clear"
,,,,"13/02/2019","17Z","11.6","80%","1028.3 Hpa","100º (E)","5.4","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","16Z","12.6","77%","1028.5 Hpa","90º (E)","11.2","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","15Z","12.9","74%","1028.4 Hpa","80º (E)","13.0","0/8","-","-","-","-","-","-","Clear"
,,,,"13/02/2019","14Z","13.0","70%","1028.4 Hpa","80º (E)","9.4","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","13Z","12.1","72%","1029.1 Hpa","90º (E)","13.0","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","12Z","11.8","69%","1030.0 Hpa","70º (E)","7.6","0/8","-","-","-","-","-","-","Clear"
,,,,"13/02/2019","11Z","11.8","69%","1030.1 Hpa","110º (E)","9.4","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","10Z","10.9","73%","1030.2 Hpa","120º (SE)","9.4","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","09Z","9.7","81%","1030.2 Hpa","110º (E)","9.4","0/8","-","-","-","-","-","-","Clear"
,,,,"13/02/2019","08Z","7.0","85%","1030.2 Hpa","150º (SE)","11.2","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","07Z","6.2","87%","1030.0 Hpa","130º (SE)","7.6","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","06Z","6.3","85%","1029.8 Hpa","140º (SE)","13.0","0/8","-","-","-","-","-","6.3","Clear"
,,,,"13/02/2019","05Z","7.3","84%","1029.7 Hpa","110º (E)","14.8","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","04Z","7.8","83%","1029.9 Hpa","130º (SE)","16.6","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","03Z","8.4","81%","1030.1 Hpa","120º (SE)","14.8","1/8","-","-","CI","-","-","-","Few clouds"
,,,,"13/02/2019","02Z","8.7","80%","1030.3 Hpa","110º (E)","16.6","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","01Z","8.8","82%","1030.7 Hpa","120º (SE)","20.5","-","-","-","-","-","-","-","-"
,,,,"13/02/2019","00Z","9.2","80%","1030.8 Hpa","120º (SE)","20.5","1/8","-","-","CI","-","-","-","Few clouds"
,,,,"12/02/2019","23Z","9.3","80%","1031.2 Hpa","110º (E)","16.6","-","-","-","-","-","-","-","-"
,,,,"12/02/2019","22Z","9.7","79%","1031.5 Hpa","110º (E)","22.3","-","-","-","-","-","-","-","-"
,,,,"12/02/2019","21Z","10.0","78%","1031.5 Hpa","90º (E)","29.5","0/8","-","-","-","-","-","-","Clear"
,,,,"12/02/2019","20Z","10.3","78%","1031.4 Hpa","90º (E)","31.3","-","-","-","-","-","-","-","-"
,,,,"12/02/2019","19Z","10.2","78%","1031.3 Hpa","90º (E)","29.5","-","-","-","-","-","-","-","-"
,,,,"12/02/2019","18Z","10.0","75%","1031.0 Hpa","100º (E)","29.5","3/8","-","-","CI","-","11.9","-","Scattered clouds"
